smiles,logP,MW
c1ccc(CCn2nnnc2[C@@H](c2ccccc2)N2CCN(c3nc4ccccc4s3)CC2)cc1,4.4371,481.63
COc1cccc([C@H]2C[C@@H](C(F)(F)F)n3nc(C(=O)Nc4cc(C)nn4-c4ccccc4)cc3N2)c1,5.29842,496.49
CCN(Cc1ccc2c(c1)OCO2)C(=O)Nc1cc(Br)ccc1Br,4.9943,456.13
CCc1nc(C)c([C@H](C)NC[C@@H](C)c2c(C)noc2C)s1,4.07306,307.46
Cc1ccnc(-c2ccc(NCc3ccc(F)cc3F)cc2)n1,4.34232,311.33
C[C@H]1CCC2=C3C(=O)N=C(/C(C#N)=C/c4cccc(Cl)c4Cl)N=C3S[C@H]2C1,5.4695800000000006,416.33
COCCCN1C(=O)c2oc3cc(C)c(Cl)cc3c(=O)c2[C@H]1c1ccc(OC)c(OC)c1,4.35372,457.91
CSCc1ccnc(N2CCC[C@@H]2c2cccc(F)c2)c1,4.4252,302.42
COc1cccc(F)c1[C@@H](C)NC(=O)NC1CCC(C(=O)OC(C)(C)C)CC1,4.095,394.49
Cc1cc(Br)cc(N)c1Oc1ncnc2sccc12,4.13672,336.21
C[C@@H]1CCC[C@H](OCC(=O)Nc2c(F)cccc2Br)C1,4.122,344.22
C=CCn1c(SCc2nnc(-c3ccc(Cl)cc3)o2)nnc1C(C)(C)C,4.7573,389.91
CCSc1ccccc1OC(=O)Cc1csc(-c2ccoc2)n1,4.6632,345.45
O=C(CCOc1cccc(Cl)c1Cl)Nc1ccc(-n2cncn2)c(F)c1,4.1208,395.22
COc1ccc([C@@H](CO)N(C)C(=O)Nc2cnc(-c3ccccc3)s2)cc1,4.016,383.47
COc1ccc(OC)c([C@@H]2CC(=O)N(c3sc4c(c3C#N)CCCCC4)C3=C2C(=O)CCC3)c1,5.43348,476.6
Cc1cc(C(=O)Nc2ccc(Cl)cc2)c(C)n1C1CC1,4.34554,288.78
C[C@H]1CCC[C@H](N(Cc2ccc3c(c2)OCO3)C(=O)Cn2cnc3sccc3c2=O)[C@@H]1C,4.0402,453.56
Cc1oc(-c2cccs2)nc1CSCCOc1ccccc1,5.02372,331.46
CCn1ncc2c(C(=O)N[C@@H](C)c3c(C)noc3C)cc(-c3ccccc3)nc21,4.21404,389.46
Cc1ccc([C@H](C)NC(=O)c2cc([N+](=O)[O-])ccc2Cl)cc1F,4.186719999999998,336.75
CC(C)c1ccc(C(=O)Nc2ccc(N3CCN(C(=O)c4ccco4)CC3)cc2)cc1,4.6177,417.51
O=c1n(CCc2ccccc2)c2sc3c(c2c2nc(-c4ccco4)nn12)CCCC3,4.4872,416.51
CCCCc1nnc(NC(=O)c2cccnc2Sc2ccccc2)s1,4.6792,370.5
COc1cc(OC)c(C2=NO[C@@H](C(=O)Nc3cnn(C45CC6CC(CC(C6)C4)C5)c3)C2)cc1Cl,4.6107,484.98
COc1ccc(C2=N/C(=C/c3ccccc3F)C(=O)N2c2ccccc2)cc1,4.6688,372.4
CCN(Cc1cccc(NC(=O)N2CCCCC[C@H]2CC(C)C)c1)C(C)=O,4.8776,373.54
Cc1ccc(Cl)cc1N1CCN(C(=O)c2ccc(CN3C(=O)CSc4ncccc43)cc2)CC1,4.64472,493.03
C[C@H]1C[C@H]1c1ccc(CN(C(=O)Cc2cccc3ccccc23)[C@@H]2CCS(=O)(=O)C2)o1,4.3146,437.56
Cn1ccnc1[C@@H](NC(=O)c1cc(F)ccc1Br)c1ccc(Cl)cc1,4.4945,422.69
O=C(NC12CC3CC(CC(C3)C1)C2)c1cc([N+](=O)[O-])ccc1Br,4.0559,379.25
CC1=C(C(=O)N2CCCCC2)[C@H](c2cccc(O)c2)C2=C(CC(C)(C)CC2=O)N1,4.0087,394.52
Cc1ccc(C(=O)[C@]2(n3nnc4ccccc43)O[C@@H]2c2ccccc2)cc1,4.04692,355.4
O=C(CCc1ccc(F)cc1)NC(c1cccs1)c1cccs1,4.7871,345.46
C[C@H](NC(=O)CSc1ccccc1Cl)c1nc2ccccc2[nH]1,4.1858,345.86
CCc1ccsc1C(=O)N(Cc1ccccc1)Cc1ccco1,4.7461,325.43
C[C@@H](c1ccccn1)[C@@H](Cl)c1ccccc1OC(F)F,4.7666,297.73
Cc1ccc(C)c(Cn2nnc3c(=O)[nH]c([C@H]4CCCN(C(=O)c5ccc(C(C)(C)C)cc5)C4)nc32)c1,4.49704,498.63
CCC(=O)[C@@H]1C(=O)C[C@H](c2ccccc2)C/C1=N\CCc1c(C)[nH]c2ccc(C)cc12,5.5102400000000005,414.55
Cc1cccc(-c2cc(NC(=O)c3ccc(Cl)cc3Cl)[nH]n2)c1,4.94422,346.22
CC(C)N(C)S(=O)(=O)c1ccc(NC(=O)Cc2csc3nc(-c4ccccc4)cn23)cc1,4.2729,468.6
C[C@]1(c2cccc(NC(=O)c3ccc(-c4cc(Cl)cc(Cl)c4)s3)c2)NC(=O)NC1=O,5.0288,460.34
O=C(Nc1ccc2c(c1)CCC2)N1CCC[C@H]1c1ccc2c(c1)OCCO2,4.3155,364.45
O=C(c1cc2ccccc2[nH]1)N1CCC[C@H]1Cc1ccccc1,4.0152,304.39
CCN1C=Cc2ccccc2/C1=C\C1=C/C(=C/c2sc3ccc(C)cc3[n+]2CC)CC(C)(C)C1,7.9942199999999985,467.7
Cc1nn(CCCNC(=O)Nc2ccccc2C(F)(F)F)c(C)c1Br,4.4930400000000015,419.25
CCCN(C(=O)CN1C(=O)N[C@@](c2ccccc2)(c2ccc(C)c(C)c2)C1=O)C1=CCCC1,4.40524,445.56
CCC(C)(C)NC(=O)c1ccc(NCC(=O)N2[C@H](C)CCC[C@H]2C)cc1Cl,4.4598,393.96
O=C(/C=C/c1c(Cl)nc2ccccn12)Nc1cccc(Br)c1,4.4021,376.64
Cc1ccc(-n2ncc3c(NCCc4ccccc4)ncnc32)cc1C,4.08694,343.43
CCc1ccc2cc(-c3ccc(F)cc3)cn2c1,4.3078,239.29
Cc1cc(F)c([C@H]([NH3+])C2CCC(C(C)(C)C)CC2)cc1F,4.40872,296.42
COc1ccc2c(c1)CCC[C@H]2CC(=O)N[C@@H]1CCC[C@@H](C)C1,4.2001,315.46
Cc1cc(N2CCOCC2)n2nc(C(F)(F)F)c(-c3ccccc3Cl)c2n1,4.21352,396.8
CNC(=S)N1N=C(c2ccc(OC)cc2)C[C@H]1c1ccccc1Cl,4.004,359.88
O=C(Nc1cc(C(F)(F)F)ccc1F)[C@H]1C[C@H]1c1ccc(Cl)cc1,5.2401,357.73
Cc1sc(NC(=O)c2ccc3c(c2)ncn3C)nc1-c1ccc2c(c1)OCCO2,4.02872,406.47
CC(C)c1ccc(NC(=O)N2CCN(Cc3ccccc3)CC2)cc1,4.1597,337.47
Cc1ccc(NC(=O)[C@H](C)Cn2nc(C(F)(F)F)cc2C)cc1C,4.10196,339.36
O=C(N/N=C/C=C/c1ccccc1)c1ccc(NC(=O)c2ccc(Cl)cc2)cc1,5.0213,403.87
O=Cc1ccc(/C=C2\SC(=S)N(NC(=O)c3ccc(OCc4ccccc4)cc3)C2=O)cc1,4.6243,474.56
Cc1ccc(-c2nc(NC(=O)c3ccncc3Cl)sc2C)s1,4.78914,349.87
CCCCn1c(N)c(N(Cc2ccccc2)C(=O)c2ccc(Cl)c(Cl)c2)c(=O)[nH]c1=O,4.0727,461.35
CC(=O)Oc1ccc2c(=O)c(-c3cnn(-c4ccccc4)c3)c(C(F)(F)F)oc2c1,4.5898,414.34
O=C(Nc1ccccc1F)N1CCC2(CC1)Oc1ccccc1C(=O)N2Cc1ccccc1F,5.0238,463.48
CC[C@](C)(CCN(C(C)=O)[C@H]1CCOC(C)(C)C1)c1ccccc1,4.5505,331.5
COc1ccc(-n2nc3ccc(NC(=O)c4ccccc4Cl)cc3n2)cc1Cl,4.9882,413.26
CCOc1ccc(C2=CCN(C(=O)c3ccccc3F)CC2)cc1,4.1539,325.38
Cc1cc(S(=O)(=O)[N-]c2ccc(Br)nc2C)sc1C,4.22496,360.28
Cc1ccc(-c2cc(C(=O)Nc3cccc([C@]4(C)NC(=O)NC4=O)c3)c3ccccc3n2)c(C)c1,4.82554,464.53
C[C@H]1CCC[C@@H](CCNC(=O)c2c(F)cc(Br)cc2F)C1,4.6735,360.24
COc1ccc(OC)c([C@@H]2CN(C(=O)c3cccc(Cl)c3)C[C@H]2C(=O)NCc2ccc(F)cc2)c1,4.6685,496.97
Cc1cccc(C)c1NC(=O)c1ccc(OC[C@H]2CCCO2)cc1,4.11354,325.41
O=[N+]([O-])c1cc([N-]S(=O)(=O)c2ccc3c(c2)CCCC3)ccc1Cl,4.5211,365.82
Cc1noc(C)c1C(=O)N1CCC[C@H](CCc2cccc(C(F)(F)F)c2)C1,4.79524,380.41
O=C(c1nnn(-c2cc(Cl)cc(Cl)c2)c1CSc1ncccn1)N1CCCCC1,4.2825,449.37
CC(C)(C)NC(=O)c1ccc2c(c1)CCCN2C(=O)c1ccc(Cl)cc1,4.4613,370.88
CCc1c(C)nc(-n2nc(-c3cccs3)cc2NC(=O)c2ccc(C)cc2)[nH]c1=O,4.11564,419.51
CCc1n[nH]c(S[C@@H](C)c2ccc(Cl)c(Cl)c2)n1,4.5272,302.23
CCn1c(C)cc(C(=O)Nc2ccccc2Cl)c1C,4.03054,276.77
COC(=O)C1=CN(Cc2ccccc2Cl)C=C(C(=O)OC)C1c1cccs1,4.1147,403.89
Cc1nc(Nc2ccc(NC(=O)c3c(-c4ccccc4Cl)noc3C)cc2)cc(-n2cccn2)n1,5.58344,485.94
COc1cc(F)c(NCc2ncc(-c3ccccc3Cl)o2)cc1OC,4.7634,362.79
Cc1cc(C)c(-c2csc(NC(=O)CCCc3nc4ccccc4c(=O)[nH]3)n2)c(C)c1,4.93326,432.55
CCc1ccc([C@@H]2CC(=O)Nc3c2c(C)nn3-c2nc3ccccc3s2)cc1,4.826919999999999,388.5
Cc1cccc(NC(=O)[C@H](C)Nc2cccc(F)c2C)c1C,4.19006,300.38
N#C[C@@]1(C(N)=O)[C@@H](c2cccnc2)[C@H](C(=O)c2ccc(Cl)cc2)N2c3ccc(F)cc3C=C[C@@H]21,4.1200800000000015,472.91
Cc1nc(CNc2ccccc2OC[C@H]2CCCCO2)sc1C,4.31994,332.47
CCOc1ccc(CN2C(=O)c3cc4ccccc4n3C[C@@]2(C)C(=O)NCc2ccccc2)cc1,4.7711,467.57
COc1ccc(S[C@H](C)C(=O)Nc2cc(Cl)c(N)c(Cl)c2)cc1,4.7035,371.29
CCc1nn2c(c1-c1ccc(Cl)cc1)NC(=O)[C@@H]2CC(=O)NCCc1ccccc1,4.0081,422.92
CCN1C(=O)C[C@H](C(=O)Nc2ccccc2F)S/C1=N/c1cccc(Cl)c1,4.4593,405.88
Cc1ccc(/[N+]([O-])=C/c2ccc(Br)cc2)cc1,4.01842,290.16
N#Cc1ccc(N[C@H](CCCO)c2ccccc2)cc1Cl,4.13738,300.79
Cc1ccc([C@H]2CCCN2C(=O)C(=O)Nc2cnc(-c3ccccc3)s2)o1,4.013719999999998,381.46
O=C(CCSc1cc(-c2ccccc2)ncn1)Nc1cccc(Cl)c1,4.9179,369.88
O=C(Nc1ccc2c3c(cccc13)CC2)c1c(F)cccc1Cl,4.9832,325.77
CCOCCN1C(=O)/C(=C/c2ccc(OC)c(O)c2)S/C1=N\c1ccccc1,4.0413,398.48
COc1ccccc1[C@@H]1Nc2c(ccc(Cl)c2C)[C@H]2C=CC[C@@H]21,5.48352,325.84
Cc1c(NC(=O)N[C@H](C)c2ccc(Cl)cc2Cl)cccc1C(=O)N1CCOCC1,4.65692,436.34
CCOc1ccc(C2=CCN(C(=O)c3ccc(F)c(F)c3F)CC2)cc1,4.4321,361.36
CS(=O)(=O)N1CCC2(CC1)Oc1ccccc1[C@@H]1CC(c3ccc(Cl)c(Cl)c3)=NN12,4.2886,466.39
CC[C@H](c1ccncc1)N(C)C(=O)c1ccnc(OC2CCCCC2)c1,4.4114,353.47
C[C@H](NC(=O)c1nn2c(c1Cl)N[C@@H](c1ccco1)C[C@H]2C(F)(F)F)c1ccccc1,5.2808,438.84
COc1cc(-c2cc(-c3ccccc3)[nH]c(=S)c2C#N)cc(OC)c1OC,4.97567,378.45
COc1ccc(C(=O)NC(=S)Nc2ccc(-c3ccc(CO)o3)c(C)c2)cc1Cl,4.53612,430.91
Cc1cccc(NS(=O)(=O)c2ccc(C(=O)N3C[C@@H](C)C[C@H](C)C3)cc2)c1C,4.22234,400.54
Cc1ccccc1Cn1ccnc1CN(CC(C)C)C(=O)c1ccco1,4.13122,351.45
CCc1ccc(-c2ccc(C(=O)NCc3n[nH]c(=S)n3C3CC3)o2)cc1,4.02799,368.46
CC(C)(C)c1ccc(/C=N/Nc2nc3ccccc3[nH]2)cc1,4.3064,292.39
CCc1ccc([C@@H](C)C(=O)Nc2ccc(NC(=O)C3CC3)cc2)cc1,4.3397,336.44
CCc1ccc2c(c1)[C@@H](Cl)[C@@H](C)[C@@H]2CC,4.6722,222.76
COc1ccc(-c2cc(C(=O)Nc3cccc(C#N)c3)c3ccccc3n2)cc1OC,5.04298,409.45
CSc1cccc(NC(=O)C2CCN(S(=O)(=O)/C=C/c3ccccc3)CC2)c1,4.0597,416.57
Cc1ccc([C@@H]2CSCCN2C(=O)C2CCCCCC2)o1,4.174919999999998,307.46
Cc1ccc(NC(=O)c2ccc(Cl)c([N+](=O)[O-])c2)c(Cl)c1,4.46232,325.15
Cc1sc2nc([C@H](C)Sc3nnc(N4C[C@@H](C)C[C@H](C)C4)n3Cc3ccco3)[nH]c(=O)c2c1C,5.16984,498.68
Cc1nc(CNC(=O)Nc2cc(-c3ccco3)ccc2F)c(C)s1,4.48074,345.4
COc1ccc2cc(CNC(=O)Nc3ccc4c(c3)CCN4C(C)=O)ccc2c1,4.0791,389.46
Cc1ccc(NC(=O)c2nnc([C@@H]3CCCN(C(=O)Nc4cc(Cl)ccc4C)C3)s2)cc1,5.47214,470.0
COc1cccc(COc2ccc(Br)cc2)c1,4.0367,293.16
Cl[C@]1(Br)c2ccccc2[C@H](Br)[C@H]2C=CC=C[C@@H]21,5.2811,374.5
CCCOc1c(Cl)cc(/C=C2/NC(=S)N(c3ccccc3)C2=O)cc1OCC,4.7897,416.93
Cc1ccc(-c2cc(CNC(=O)CCN3C(=O)/C(=C/c4ccccc4)SC3=S)on2)cc1,4.55772,463.58
Cc1ccc(CN2C(=O)/C(=C/c3c(NCc4ccco4)nc4ccccn4c3=O)SC2=S)cc1,4.60942,488.59
COc1cc(NC(=O)[C@H](C)Sc2ccccc2Cl)cc(OC)c1,4.4765,351.86
C[C@H](Oc1ccc(Cl)cc1Br)C(=O)Nc1ccccc1C(=O)NC(C)(C)C,5.0368,453.76
COc1ccccc1-c1nnc(SC[C@H]2CCCCO2)n1-c1ccccc1,4.6041,381.5
CCOc1ccc2[nH]c(=O)c(CN(Cc3ccc(C)cc3)C(=O)N3CCCC3)cc2c1,4.45322,419.53
COc1cc(Cl)c(/C=N/NC(=O)COc2cc(C)c(Cl)c(C)c2)cc1OC,4.1565400000000015,411.29
CCCNC(=O)c1nnn(-c2ccc(C)c(Cl)c2)c1CSc1nc(C)cc(C)n1,4.06806,430.97
Cc1ccc(C(=O)C2CCN(C(=O)c3cccc(OCc4csc(C)n4)c3)CC2)c(C)c1,5.38246,448.59
C=CCn1c(SCC(=O)N(C)C2(C#N)CCCCC2)nnc1-c1ccc(Cl)cc1,4.56148,429.98
Cc1onc(-c2ccccc2Cl)c1C(=O)N1CCc2nc(NC(=O)NC3CCCC3)sc2C1,5.02252,486.0
Cc1cnc(CNc2cc(-c3ccc(F)cc3)nc(-c3cccnc3)n2)nc1,4.055219999999999,372.41
O=C(c1ccc(-c2ccccc2)cc1)[C@H]1CCCN(C(=O)CSc2ncccn2)C1,4.3572,417.53
O=C(Nc1ccccc1-c1nc(-c2ccccn2)no1)c1ccccc1Cl,4.7043,376.8
COc1ccc(N2C[C@H](c3nc4ccccc4n3CCOc3cccc(C)c3C)CC2=O)cc1,5.26124,455.56
CC[C@@H](CSC)N(C)C(=O)NCc1oc2ccccc2c1C,4.02422,320.46
CSc1ccc(/C=C2\SC(=S)N(c3cccnc3)C2=O)cc1,4.2093,344.49
Cc1cc(C)n(-c2cccc(NC(=O)NCc3cccc(OCC(F)(F)F)c3)c2)n1,4.75194,418.42
Cc1c([C@H]2C(C#N)=C(N)Oc3c2c(=O)n(C)c2ccccc32)sc2ccccc12,4.2798,399.48
Cc1nc(Cc2ccccc2)sc1C(=O)N1CCC[C@@H]1c1ccncc1,4.414619999999998,363.49
O=C(NCCc1cccc(-c2ccsc2)c1)c1csc2c1CCCO2,4.7741,369.51
O=C(Nc1ccc(OCCc2ccccc2)cc1)C1CCCC1,4.4368,309.41
COC(=O)c1cc(-c2ccc(Cl)cc2Cl)nc2c1c(C1CC1)nn2C,4.6061,376.24
CCCOc1cccc([C@H]2c3c(-c4cc(Cl)ccc4O)n[nH]c3C(=O)N2Cc2cccnc2)c1,5.3649,474.95
COc1ccccc1[C@@H](C)N(C)C(=O)[C@@H]1SCCc2ccccc21,4.2452,341.48
CN(Cc1ccc2c(c1)OCO2)C(=O)Nc1ccccc1OCC(F)(F)F,4.0203,382.34
CC(=O)c1cccc(O[C@@H](C)C(=O)N2CCC[C@@H]2c2ccsc2)c1,4.0817,343.45
COc1cccc(N2CC[C@H](CNC(=O)N[C@H](c3ccccc3)C(C)C)C2)c1,4.218,381.52
CN(C)c1ccc(C(=O)N2CCC[C@H]2c2ccc(Cl)cc2)cc1,4.3833,328.84
C[C@H]1SCCC[C@@H]1Nc1cc(C(F)(F)F)ccc1F,4.5405,293.33
Cc1ccc(C(=O)N/C(=C\c2ccc(-c3cccc([N+](=O)[O-])c3)o2)C(=O)NC(C)C)cc1,4.45872,433.46
COc1ccc(-c2nc(NC(=O)c3ccco3)sc2-c2ccccc2)cc1,5.331,376.44
FC(F)(F)c1cc(-c2ccc([C@H]3C=CN=N3)o2)cc(C(F)(F)F)c1,6.0048,346.23
CC(=O)Nc1cccc(NC(=O)CSc2nnc(-c3ccccc3O)n2-c2ccccc2)c1,4.3291,459.53
C[C@H](Sc1nnc(Cc2cccs2)n1C1CC1)C(=O)Nc1ccc(Br)cc1,5.1471,463.43
COc1ccc(-c2noc(-c3cn(CC(=O)Nc4cc(C)ccc4C)c4nc(C)ccc4c3=O)n2)cc1,4.68606,495.54
O=C(c1cc2nc(C3CC3)cc(C(F)F)n2n1)N1CCC[C@@H]1c1cccc(F)c1,4.6607,400.4
COc1ccc(C(=O)Nc2ccc(Cl)cc2F)cc1S(=O)(=O)N1CCCC[C@@H]1C,4.3031,440.92
COc1ccc2c(c1)[C@@]1(SCCN1C(=O)C1CCCC1)C(=O)N2Cc1ccccc1Cl,4.8138,457.0
CC(C)(CNC(=O)N1CCCC[C@@H]1c1cc2ccccc2[nH]1)c1ccncc1,4.7773,376.5
O=C(Nc1cccc2ccccc12)C1CCN(S(=O)(=O)Cc2ccc(F)cc2)CC1,4.1594,426.51
O=C(c1cc2c(s1)CCCC2)N1CCC[C@@H]1c1nc(-c2ccccc2)n[nH]1,4.3893,378.5
COc1ccc(-c2cc(COC(=O)c3ccc4ccccc4n3)no2)cc1,4.2554,360.37
CCc1ccccc1OCC(=O)N[C@H](C)c1ccccc1Cl,4.1586,317.82
COc1ccc2cc(C(=O)N(Cc3ccc(C)o3)C(C)C)[nH]c2c1,4.12872,326.4
COc1ccc(OC)c(NC(=O)c2cn(-c3ccccc3)nc2-c2cccnc2)c1,4.2038,400.44
Cc1nc(N/N=C\c2ccc(C(C)(C)C)cc2)sc1C,4.50344,287.43
O=C1C[C@H](c2ccc(F)cc2F)[C@H]2C(=O)N=C(SCc3ccccc3Cl)N=C2N1,4.066,433.87
COc1ccccc1NC1=C(Sc2nc(C)cc(C)n2)C(=O)N(Cc2ccccc2)C1=O,4.0868400000000005,446.53
O=[S@](Cc1cc(Cl)ccc1Cl)c1cccc(F)c1,4.4403,303.19
O=C1CN(Cc2cccc3cccnc23)C[C@H](OCc2ccccn2)CN1C1CCCCC1,4.1921,444.58
COCCCN1C(=O)c2oc3ccc(C)cc3c(=O)c2[C@H]1c1ccc(Br)cc1,4.44562,442.31
Clc1nc(SCc2cccc(Br)c2)ns1,4.2463,321.65
C[C@@]1(c2cc3ccccc3o2)NC(=O)N(CC(=O)c2ccc(Oc3ccccc3)cc2)C1=O,4.875,440.46
COc1ccc(-c2ncc([C@@H]3C[C@H]4CN(c5ccccc5)C(=O)[C@]45CCCN35)cn2)cc1,4.0946,426.52
CC[C@@H](C)N1C(=O)/C(=C/c2c(N[C@H](C)c3ccccc3)nc3ccc(C)cn3c2=O)SC1=S,5.17572,478.64
Cc1cc(O[C@H](C)C(=O)N(Cc2ccc([C@@H]3C[C@@H]3C)o2)[C@@H]2CCS(=O)(=O)C2)cc(C)c1Cl,4.65644,480.03
Cc1cc(CSc2nnc(-c3ccncc3)n2-c2ccc(C)c(C)c2)no1,4.53486,377.47
CC(=O)c1cccc(NC(=O)[C@@H](C)Nc2cccc3c2CCCC3)c1,4.2071,336.44
Cc1ccc2sc(N(Cc3ccccc3)C(=O)c3cccc(N4C(=O)CCC4=O)c3)nc2c1C,5.41354,469.57
Cc1ccc(Nc2c(C(=O)N3CCCC3)cnc3nc(C)ccc23)cc1,4.22624,346.43
CN1C(=O)/C(=C/c2ccc(Cl)cc2)S/C1=N\c1ccncc1Cl,4.6222,364.26
CCOc1ccc(F)c(C(=O)NC(CC)(CC)CC)c1F,4.0621,299.36
COc1ccc(N2C(=O)/C(=C/c3cn(-c4ccccc4)nc3-c3ccccc3)SC2=S)cc1,5.9537,469.59
CC(=O)Nc1cc(C(=O)N2CCc3ccccc3C2)ccc1Sc1ccc(Cl)cc1,5.6481,436.96
O=C(CC1CCCCC1)Nc1ccc(F)c(Cl)c1,4.388,269.75
CC(C)(C)OCc1ccc(NC(=O)[C@@H]2CC(=O)Nc3ccccc32)cc1,4.0662,352.43
O=C(Nc1cccc(OCc2cc(=O)n3cc(Cl)ccc3n2)c1)Nc1ccc2c(c1)OCCO2,4.3421,478.89
O=C1Cc2ccc(Cl)cc2N1CC1(CS)CCCCC1,4.1094,309.86
COc1ccc(OCC(=O)N2CCC[C@@H](c3cc(C(F)F)c4c(C)noc4n3)C2)cc1,4.26242,431.44
COc1ccccc1N1CCN(C(=S)Nc2ccc(F)c(Cl)c2)CC1,4.0067,379.89
C/C(=N\NC(=O)Cc1ccc(Cl)cc1)c1ccc(C)c(C)c1,4.03974,314.82
CC[C@]1(C)Cc2ccccc2-c2c1c(=O)n(-c1ccc(C)cc1)c1nncn21,4.07942,370.46
C[C@H](Nc1nc(C(F)(F)F)nc2ccccc12)c1cccs1,4.8832,323.34
Cc1cc([C@H]2OCCC[C@H]2CCl)c(C)s1,4.07144,244.79
Cc1ccc(Nc2cc(C)c3ccc(O)cc3n2)cc1F,4.43994,282.32
COc1ccc(-c2cnc(N(C)C)nc2C2CCN(C(=O)C[C@H]3C=CCC3)CC2)cc1,4.2805,420.56
O=C(Nc1ccc2ccccc2c1)[C@@H]1CCCN(S(=O)(=O)Cc2ccc(F)cc2)C1,4.1594,426.51
O=C(CCCN1C(=O)/C(=C\c2cccs2)SC1=S)N1CCN(c2ccccc2)CC1,4.0783,457.65
Cc1c(Cl)cccc1/N=C1\SCCN1C(=O)CCc1nc(-c2ccco2)no1,4.48712,416.89
C=CCCCN(C)C(=O)Nc1ccc2oc(C(C)C)nc2c1,4.3811,301.39
Cc1ccc(/N=C/c2ccc3ncccc3c2)c(F)c1,4.432919999999998,264.3
CC[C@H](C(=O)N1CCN(c2cc(-c3cccc(F)c3)ncn2)CC1)c1ccccc1,4.1251,404.49
Cn1ccnc1[C@H](NC(=O)[C@H]1CCCN(C(=O)Nc2ccccc2)C1)c1ccc(Cl)cc1,4.2232,451.96
Clc1ccc([C@H]2NN=C(c3ccccc3)S2)c(Cl)c1,4.6902,309.22
O=C(NCc1ccccc1F)c1c2c(nc3ccccc13)CCN(Cc1ccccc1)C2,4.8622,425.51
C[C@H](NC(=O)c1ccccc1Cl)c1nc2ccccc2n1CC(=O)Nc1ccc(Cl)cc1,5.4728,467.36
CSc1ccc2nc(N3CCN(C(=O)c4ccc5c(c4)CCCC5)CC3)sc2c1,4.8594,423.61
Cc1cccc2nc(C(=O)N(Cc3ccco3)Cc3cccs3)cn12,4.139819999999999,351.43
O=C(Nc1ccccc1)c1ccc(C(=O)c2ccccc2)cc1,4.1699,301.34
COc1cccc(C(=O)N(Cc2ccccn2)c2nc3c(F)cc(F)cc3s2)c1,4.8251,411.43
C=CCOc1ccccc1[C@@H]1Nc2ccccc2C(=O)N1[C@H](C)CC,4.6164,336.44
CCOC(=O)c1c(NC(=O)c2ccc(SCC)cc2)sc(C)c1C,4.90594,363.5
Cc1cc([C@H](O)c2cc(F)ccc2Br)c(F)cc1F,4.25652,331.13
C[C@@H](O)CCN(C)C(=O)Nc1ccc(-c2nc3ccccc3s2)cc1,4.1979,355.46
Cc1ccc([C@H](C)NC(=O)CCCSc2ccccc2)o1,4.33772,303.43
CCN(Cc1cccc(NC(=O)[C@H](C)c2ccc3ccccc3c2)c1)C(C)=O,4.9504,374.48
Cc1cc2ncc([C@H](C)NCc3csc(-c4ccccc4)n3)c(C)n2n1,4.3204400000000005,363.49
COc1ccccc1[C@@H]1CCCN1C(=O)c1cc(CCc2ccccc2)no1,4.4457,376.46
O=C(c1cc2ccccc2[nH]1)N1CCCC[C@@H]1CCc1ccc(O)cc1,4.501,348.45
O=C(Nc1nc2ccc3ccccc3c2s1)[C@@H]1CCCN(S(=O)(=O)c2ccc(F)cc2)C1,4.628,469.56
C[C@H]1CN(C(=O)c2ccc3ncccc3c2)c2cc(Cl)ccc2O1,4.3159,338.79
Cc1cc(C)c(NC(=O)[C@H]2CSc3ccccc32)c(Cl)n1,4.17984,318.83
CCOc1cccc2cc([C@H](C)[NH2+][C@@H](C)c3nc4ccccc4n3C)oc12,4.1038,364.47
COc1ccc(-c2nc(C(=O)N3CCc4ccccc43)cs2)cc1OC,4.0302,366.44
Cc1ccc(-n2c(SCC(=O)NC(=O)NC3CCCC3)nnc2-c2ccccc2)cc1C,4.41164,449.58
Cc1ccc(CN(C)C(=O)C(c2ccccc2)c2ccccc2)o1,4.37852,319.4
CC[C@@H](C(=O)c1ccc(C)cc1)[C@@H]1c2cc(Br)ccc2OC(=O)[C@@H]1C(=O)OC,4.458419999999999,445.31
O=C(COc1ccccc1C(=O)Nc1ccccc1)Nc1ccc2c(c1)CCC2,4.4451,386.45
C#C[C@]1(O)CC[C@H]2[C@@H]3CC=C4C[C@H](OC(C)=O)CC[C@@]4(C)[C@@H]3CC[C@@]21C,4.2452,356.51
Cc1cc(C)cc([C@H](O)c2cc(C(F)(F)F)ccc2F)c1,4.54304,298.28
C[C@@H]([C@H](O)c1ccccc1)[N+]1(C)Cc2cc3ccccc3cc2-c2c(ccc3ccccc23)C1,7.2423,444.6
CC(C)COC(=O)Nc1cccc(NC(=O)c2ccc(-c3cnco3)cc2)c1,4.7984,379.42
O=c1c2[nH]c3ccc(Br)cc3c2ncn1/N=C/c1ccc(Cl)cc1,4.1759,401.65
CCN(C(=O)NCc1coc(-c2ccc(C)cc2)n1)[C@H](C)C(C)C,4.22602,329.44
Cc1ccc(-c2ncco2)cc1NC(=O)NCc1csc(C(C)(C)C)n1,4.72572,370.48
Cc1ccc([C@@H]2CCCCCN2C(=O)C2C[C@@H](C)O[C@H](C)C2)o1,4.23532,319.45
N#C[C@H]1C(=N)C(C#N)(C#N)[C@H](c2ccccc2OCc2ccccc2Cl)[C@H]2COCC=C12,4.782109999999999,442.91
